creditSpendtoLimitRatio,averageMonthlySpending,numTnxMonthlyAverage,numAccounts,incomeToSavingsRanking
-0.0110490909090909,11.964999999999993,2.375,3,0
0.0,-758.6258333333334,8.25,1,2
-0.0539175,-9.262727272727265,9.0,2,2
0.0,-286.5916666666667,3.75,1,2
0.0,0.0,0.0,0,2
-0.0010949999999999,-20.368333333333343,8.25,3,0
-0.0479472727272727,-115.76363636363637,9.0,2,2
0.0,-228.30545454545452,9.0,1,2
0.0031553571428571,-577.679090909091,9.0,2,2
0.0,0.0,0.0,0,2
-0.0099491666666666,-318.98833333333334,8.25,3,0
-0.0087308333333333,-909.7266666666666,8.25,3,0
0.0111733333333333,-94.84250000000002,4.333333333333333,3,1
-0.0517212121212121,-31.476363636363637,9.0,3,3
0.0,0.0,0.0,0,2
0.0943496314496314,0.0,0.0,1,2
0.0,-9.906363636363634,9.0,1,2
0.0570713888888889,-150.75583333333336,8.25,2,2
0.0,-6.110999999999995,5.7,2,0
0.0,11.074000000000002,9.9,2,3
-0.0132231404958677,-24.79,6.666666666666667,2,2
-0.0074805555555555,-417.0475,8.25,2,2
-0.10901,0.0,0.0,1,2
0.0,8.422500000000008,8.25,1,2
0.0,-399.053,9.9,1,2
0.0,-18.68666666666667,11.0,1,2
0.0,0.0,0.0,0,2
0.0873510489510489,-85.979,9.9,2,2
0.0028741666666666,-99.636,9.9,3,4
0.0,0.0,0.0,1,0
0.106995,-7.0633333333333335,2.4166666666666665,3,4
0.0,0.0,0.0,1,2
0.0745123966942148,0.0,0.0,1,2
0.0,-224.7033333333333,8.25,1,2
0.0685793103448275,0.0,0.0,1,2
0.0,0.0,0.0,0,2
-0.0244308333333333,0.0,0.0,2,4
0.0,0.0,0.0,0,2
-0.119055,0.0,0.0,2,1
-0.0296505882352941,-16.052727272727278,9.0,3,0
-0.0477727777777777,-10.85333333333331,8.25,3,1
0.0,29.30545454545455,5.727272727272728,2,1
0.0,-186.7445454545455,9.0,2,1
0.0,-21.664,9.9,2,4
0.0,0.0,0.0,1,0
-0.0088883333333333,-213.77083333333331,8.25,2,2
0.0,0.0,0.0,0,2
-0.1102177777777777,0.0,0.0,2,3
0.0433541666666666,-1.25,1.6666666666666667,3,1
-0.0760928571428571,-98.3266666666667,3.0,3,3
0.0255072727272727,14.638333333333325,8.25,3,1
-0.1545529761904761,0.0,0.0,2,1
0.0,0.0,0.0,1,2
-0.0171490909090909,-200.78583333333336,8.25,3,2
0.0,0.0,0.0,0,2
0.0,14.418181818181807,9.0,2,3
0.1999675,-211.6775,5.5,3,3
-0.0990413636363636,0.0,0.0,1,2
0.0,-172.42833333333337,8.25,1,2
0.0318699999999999,147.01,2.25,3,1
-0.1428571428571428,-178.15363636363637,9.0,3,0
0.2,-15.363636363636362,4.2727272727272725,3,1
0.0,0.0,0.0,0,2
0.0,-443.4816666666666,8.25,2,4
-0.0736754545454545,-24.15166666666666,8.25,2,2
-0.1666666666666666,-166.48,8.25,3,3
-0.01444,-219.56,20.0,3,4
-0.0267863333333333,178.79,9.0,2,2
0.0,-0.8299999999999983,8.25,1,2
0.0,-269.6455555555556,11.0,2,0
0.0095505681818181,-31.39083333333335,8.25,3,0
-0.0867006993006992,-319.9941666666667,8.25,3,0
0.0456424999999999,-33.166666666666664,7.416666666666667,2,2
-0.0795158333333333,0.0,0.0,2,3
0.0,-19.90300000000001,9.9,2,2
0.0,0.0,0.0,0,2
0.0,-27.19818181818181,6.363636363636363,1,2
0.0144975,-61.376363636363614,7.0,3,1
0.1105789215686274,-219.56583333333333,2.1666666666666665,3,1
0.0,0.0,0.0,0,2
0.06644,0.0,0.0,2,2
-0.0611754545454545,-220.82666666666668,8.25,3,3
0.0,0.0,0.0,0,2
0.04878,-192.42363636363635,9.0,2,2
-0.0011974999999999,-219.6683333333333,8.25,3,2
0.0,0.0,0.0,0,2
-0.0021543010752688,192.719,9.9,2,2
0.0579857905982906,-112.3475,8.25,3,3
-0.1047324074074074,-24.736,9.9,3,3
0.0,0.0,0.0,0,2
0.0,-227.79666666666665,8.25,2,3
0.0,-30.99571428571428,2.2857142857142856,1,2
0.0,-16.527499999999996,8.25,1,2
-0.0058058333333333,-0.4354545454545525,9.0,3,4
0.0,-12.409999999999997,8.25,2,0
0.0010566666666666,-512.2783333333333,8.25,3,0
0.0064370512820512,-1000.0,9.9,2,2
0.0,-451.6233333333333,8.25,2,1
0.0,0.0,0.0,0,2
0.0299678571428571,-38.968181818181804,9.0,3,3
0.0,0.0,0.0,0,2
0.0,27.68833333333332,8.25,2,3
0.0,22.922500000000003,8.25,1,2
0.0,-339.1616666666667,8.25,2,0
0.0,0.0,0.0,0,2
0.0048008333333333,-31.91909090909091,9.0,3,3
0.0243694444444444,75.14999999999999,8.25,3,3
0.2,0.0,0.0,1,2
0.0417125,0.0,0.0,2,0
0.0149258333333333,0.0,0.0,1,2
-0.0507197222222222,-189.2,8.25,3,0
0.0,2.1845454545454377,9.0,1,2
0.0,56.41714285714287,5.428571428571429,2,3
0.0,-330.78666666666663,8.25,1,2
0.0,0.0,0.0,1,2
0.0,0.0,0.0,1,2
-0.0740308333333333,18.535000000000007,8.25,3,1
0.0,0.0,0.0,1,2
0.0008255128205128,-804.7854545454545,9.0,3,3
0.1077952380952381,-22.17,5.75,2,2
-0.10907,-410.7654545454545,9.0,2,2
-0.11105,-5.312499999999996,8.25,3,2
-0.0433533333333333,-177.35416666666666,8.25,2,2
0.0,0.0,0.0,0,2
-0.0118263636363636,0.0,0.0,1,2
-0.0833333333333333,0.0,0.0,1,2
-0.0697931818181818,185.35909090909087,9.0,3,0
-0.0385341666666666,-309.74083333333334,8.25,3,0
-0.05592,-65.26416666666667,3.583333333333333,3,0
0.0572295121951219,7.103333333333333,1.0833333333333333,3,4
0.0029981818181818,0.0,0.0,2,2
-0.0114708333333333,-179.025,8.25,3,3
0.0755354545454545,0.0,0.0,1,2
-0.0117597916666666,87.258,1.5,3,1
0.002635,0.0,0.0,1,2
0.0,0.0,0.0,1,2
-0.0904227272727272,-256.18454545454546,9.0,2,2
0.0,0.0,0.0,1,4
-0.0065574074074073,-17.29545454545455,9.0,3,3
0.0,0.0,0.0,1,2
0.0,0.0,0.0,1,2
-0.0694518518518518,-284.8691666666667,8.25,3,0
-0.01874375,-576.1058333333334,8.25,2,2
0.0455133333333333,-63.990833333333335,4.25,3,1
0.0,0.0,0.0,0,2
0.0673930303030303,-170.3542857142857,2.2857142857142856,3,2
-0.0301643333333333,-16.12636363636365,9.0,3,4
-0.0982593999999999,-189.87,8.25,2,2
-0.0336166666666666,-241.87727272727275,9.0,3,1
-0.0177733333333333,-328.96,8.25,2,2
0.0223824242424242,112.87454545454548,9.0,2,2
-0.087260303030303,-215.76,9.0,3,0
-0.1089858585858585,-206.1118181818182,9.0,3,0
0.0,0.0,0.0,1,1
-0.01145,-9.984999999999998,8.25,3,0
-0.0132261111111111,-211.2709090909091,9.0,3,1
-0.1428571428571428,0.0,0.0,1,2
-0.1427085714285714,-62.2075,6.0,2,2
-0.0070338888888888,-354.4509090909091,9.0,2,2
0.0,-225.0325,8.25,1,2
0.0852470862470862,334.23727272727274,9.0,2,2
0.0012191666666666,-21.99909090909091,9.0,3,2
0.0,-86.938,9.9,1,2
-0.0584499999999999,-362.7918181818182,9.0,3,3
0.0,187.91666666666669,8.777777777777779,1,2
0.0,-11.474999999999994,8.25,1,2
-0.0474802777777777,-346.1116666666667,8.25,2,2
0.1063446428571428,7.906999999999998,4.5,3,0
-0.0168182709447415,-46.72666666666668,8.25,3,1
-0.0012041666666666,46.54454545454546,9.0,3,0
-0.05605,-481.7427272727273,9.0,3,0
0.0,-261.5308333333333,7.583333333333333,2,1
0.0215304924242424,-371.4218181818182,9.0,2,2
0.0281872222222222,-188.265,8.25,2,2
-0.125,0.0,0.0,2,0
0.0,-9.595,2.0,2,1
-0.078965,-16.016363636363636,9.0,3,2
0.0,-3.282727272727243,9.0,2,1
0.0,0.0,0.0,1,2
-0.0115543749999999,-205.8375,8.25,2,2
0.0,-30.638333333333332,2.6666666666666665,2,1
0.0020784722222222,-533.3208333333333,8.25,3,0
0.025265,-19.14555555555556,11.0,3,0
0.0,-24.008333333333336,8.25,1,2
0.0127278333333333,-563.0475,8.25,3,3
-0.2,-36.566363636363626,9.0,2,2
-0.12357875,-184.42916666666667,8.25,3,0
0.0,0.0,0.0,0,2
0.0,0.0,0.0,1,1
-0.0786227124183006,0.0,0.0,2,3
0.017554,9.242500000000009,2.75,3,1
0.0775241666666666,-157.7625,8.25,3,4
0.0,-21.85,9.9,1,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
0.0033856643356643,-373.2125,7.083333333333333,3,1
0.0,-218.02166666666668,8.25,1,2
0.0,-209.56916666666663,8.25,1,2
0.0437640350877192,-110.8825,3.333333333333333,2,2
0.0,-451.4408333333333,8.25,1,2
0.0074483333333333,0.0,0.0,2,2
-0.0969528571428571,-467.746,9.9,2,2
-0.0250047430830039,168.06142857142862,14.142857142857142,3,3
0.0,-342.71000000000004,8.25,1,2
-0.1202049999999999,48.07428571428572,14.142857142857142,2,2
-0.0136518181818181,-9.480833333333337,5.416666666666667,2,2
-0.0836834710743801,-9.38454545454544,9.0,3,3
-0.0742575,500.0,20.0,2,2
0.0053011111111111,93.44545454545457,9.0,3,4
0.0,0.0,0.0,0,2
-0.1645545454545454,0.0,0.0,2,3
0.0168572727272727,0.0,0.0,1,2
-0.0473483333333333,-21.558181818181826,5.545454545454546,3,0
0.0,0.0,0.0,0,2
0.0011644444444444,-131.36909090909091,9.0,3,1
-0.0206674999999999,-7.4600000000000035,8.25,3,0
0.0286641666666666,-0.6645454545454638,6.0,3,2
-0.0207445454545454,-5.367500000000002,8.25,3,1
0.0,0.0,0.0,1,2
0.0,8.868333333333338,8.25,1,2
0.0,0.0,0.0,1,0
-0.125,-59.61142857142856,2.4285714285714284,3,3
0.0,0.0,0.0,0,2
0.0247755555555555,-284.00333333333333,8.25,3,3
0.0521864942528735,-910.1208333333332,8.25,2,2
0.0,-38.47000000000003,19.8,2,4
0.0,39.81,19.8,2,3
0.0,-238.5127272727273,9.0,1,2
0.0,0.0,0.0,1,2
-0.1666666666666666,0.0,0.0,2,3
0.0,0.0,0.0,1,3
0.0448350609756097,-614.6966666666666,8.25,3,4
0.0,0.0,0.0,1,3
0.0,68.2381818181818,9.0,1,2
0.0,-337.6933333333333,8.25,2,2
0.0,-343.1075,8.25,1,2
-0.2,-199.86666666666665,8.25,3,4
-0.0563905555555555,-46.04200000000001,9.9,3,0
0.0918985,-147.578,9.9,2,2
0.0,-238.0716666666667,8.25,1,2
-0.0132604166666666,0.0,0.0,2,3
0.0,-78.34333333333333,2.083333333333333,2,3
-0.0665909722222222,-252.5566666666667,8.25,3,3
0.0,0.0,0.0,1,0
0.0801533333333333,-25.904166666666672,5.666666666666667,2,2
0.0,0.0,0.0,0,2
-0.017446837944664,0.0,0.0,1,2
0.0,0.0,0.0,1,2
0.0011513440860215,0.0,0.0,1,2
0.0,0.0,0.0,0,2
0.0915002857142857,0.0,0.0,2,1
-0.1428571428571428,-368.395,8.25,3,0
-0.0494965909090909,-21.015000000000025,9.9,3,3
0.0617608225108225,-249.61,9.0,3,0
-0.0696927272727272,-7.322499999999991,8.25,3,4
0.0831777777777778,-179.684,9.9,3,0
-0.098459,-18.69,9.0,2,2
-0.0428066666666666,0.0,0.0,1,2
0.068927,-118.2009090909091,3.727272727272727,3,2
0.0250087719298245,-37.595000000000006,4.916666666666667,3,1
0.0715786231884058,500.0,20.0,3,0
-0.0828127272727272,-114.987,9.9,3,0
0.0096208333333333,-202.53727272727272,9.0,3,4
0.0,-10.332727272727285,9.0,2,3
0.0107805882352941,-296.36833333333334,8.25,2,2
0.0232449999999999,47.5425,4.666666666666667,2,2
0.0187905454545454,253.924,9.9,3,0
0.0961234449760765,-16.959999999999944,9.9,2,2
-0.0188383333333333,-229.7933333333333,11.0,3,4
0.00208625,-409.248,3.8,2,2
0.0,-27.832500000000007,8.25,1,2
0.1318233333333333,0.0,0.0,1,2
0.072398828125,-1000.0,8.25,2,2
0.0255801282051281,-302.4008333333333,8.25,3,3
0.0,7.9758333333333375,8.25,2,1
0.0256630555555555,-228.92181818181817,9.0,3,4
0.0,0.0,0.0,0,2
0.0984319047619047,0.0,0.0,2,3
0.0,-802.6500000000001,8.25,1,2
-0.0294015151515151,-202.67083333333332,8.25,2,2
-0.0359438888888888,-153.6345454545455,9.0,3,3
0.0669451515151515,-198.8175,6.833333333333333,3,2
0.0,0.0,0.0,1,1
-0.0098624242424242,0.0,0.0,1,2
0.0021483333333333,25.91100000000001,9.9,2,2
0.0,9.69000000000001,8.25,2,3
-0.0186812121212121,-315.31666666666666,8.25,2,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,1,2
0.0,0.0,0.0,0,2
0.0,43.9409090909091,9.0,2,0
-0.0148275757575757,-211.54083333333327,8.25,3,0
0.0,-17.603333333333335,5.777777777777778,2,1
0.0060730303030303,-6.547499999999999,2.0,3,4
0.0,-149.08454545454546,9.0,1,2
0.0,-20.476999999999972,9.9,1,2
0.0411615151515151,0.0,0.0,2,1
0.0003158333333333,-224.00666666666663,8.25,2,2
0.0694883333333333,3.630000000000001,9.0,3,4
0.02867375,-125.2325,4.333333333333333,3,1
0.2,-618.9675,8.25,3,1
0.0571003787878787,-16.583636363636348,9.0,2,2
-0.062615,156.49,8.25,3,0
0.0,0.0,0.0,1,3
0.0,-607.5158333333333,8.25,1,2
0.0,-6.536666666666666,2.0,1,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
-0.0036514814814814,-27.02916666666667,8.25,3,1
0.0625488888888888,6.278571428571419,3.2857142857142856,2,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
-0.0654318181818181,-212.2208333333333,8.25,2,2
-0.0360308333333333,-104.73833333333332,8.25,3,3
0.0,0.0,0.0,0,2
0.0,-92.5025,8.25,2,1
-0.2,-293.9475,12.375,2,2
0.0,-16.05636363636363,9.0,2,4
0.0,0.0,0.0,1,2
0.0,0.0,0.0,1,1
0.0,-27.180000000000003,3.6666666666666665,1,2
0.0,-243.48454545454544,9.0,1,2
0.1466233333333333,-72.03700000000002,9.9,2,2
0.0,0.0,0.0,1,2
-0.0172205729166666,-8.328333333333331,8.25,3,0
0.2,0.0,0.0,2,2
0.0,0.0,0.0,0,2
0.0269780555555555,-16.690999999999995,9.9,2,2
0.0,0.0,0.0,0,2
-0.1666666666666666,36.91,8.25,3,2
0.0,0.0,0.0,1,2
0.0627683333333333,-0.919166666666674,6.083333333333333,3,1
-0.0206445454545454,6.974999999999994,3.6,3,1
0.1694665306122449,0.0,0.0,2,1
-0.0183444444444444,0.0,0.0,2,1
0.0,0.0,0.0,0,2
-0.0245898809523809,-309.1790909090909,9.0,3,0
0.0,0.0,0.0,0,2
0.1688767676767677,-29.55000000000001,6.416666666666667,2,2
0.1003736185383244,-767.3499999999999,11.0,3,4
0.0,12.009166666666667,4.083333333333333,2,1
0.0,-151.68999999999997,8.25,1,2
0.0,0.0,0.0,0,2
0.0,109.16333333333333,8.25,1,2
-0.1111111111111111,-224.82181818181812,9.0,3,0
0.0,-28.901111111111117,6.0,2,1
0.0,-212.68666666666664,8.25,2,3
0.0318033687943262,69.58900000000003,9.9,2,2
-0.0118138888888888,-227.59272727272727,9.0,3,0
0.0,0.0,0.0,0,2
0.0,-11.133333333333344,8.25,2,0
0.0708603636363636,-20.41583333333336,8.25,3,0
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
-0.0214787878787878,-242.12,9.0,3,2
0.0,-342.45,8.25,1,2
-0.0501632352941176,0.0,0.0,1,2
0.0,0.0,0.0,0,2
-0.0534563636363636,118.71333333333332,8.25,3,4
0.057111524822695,19.789,9.9,3,0
-0.0179806497175141,212.97909090909096,9.0,3,3
-0.0218066666666666,-221.04363636363635,9.0,3,2
-0.0272308333333333,-18.312,9.9,2,2
0.0,-346.6058333333333,8.25,2,3
-0.0407717803030303,-13.954545454545451,9.0,2,2
0.0305233333333333,-14.704444444444452,11.0,2,2
0.053158908045977,-22.36818181818182,9.0,2,2
0.0092811111111111,-14.12166666666665,4.666666666666667,3,0
-0.0515676767676767,-25.759999999999994,9.0,3,3
0.0,0.0,0.0,1,3
0.0852891666666666,38.06,8.454545454545455,3,1
-0.01283,-1.8850000000000016,9.9,3,3
0.0250948717948717,-321.98636363636365,9.0,3,1
0.0,0.0,0.0,1,0
0.0,0.0,0.0,0,2
-0.0279382775119617,0.0,0.0,1,2
0.0,0.6269999999999982,9.9,2,3
0.0,40.96909090909092,9.0,1,2
0.0110372727272727,-205.05500000000004,8.25,3,3
0.0,-409.7091666666666,8.25,2,3
-0.2,0.0,0.0,2,1
0.0,0.0,0.0,1,2
0.0,-306.56333333333333,5.416666666666667,2,1
-0.1428571428571428,-211.93,6.75,3,4
0.0,-18.646363636363645,8.909090909090908,1,2
0.0,-25.37666666666667,3.25,2,2
0.0527929919137466,-407.615,6.833333333333333,3,0
0.0686652777777777,0.0,0.0,2,0
0.08043,-10.259999999999994,9.0,3,3
-0.1417585714285714,0.0,0.0,1,2
-0.0583260330578512,-460.0558333333333,8.25,3,1
-0.1105718518518518,-70.88727272727274,9.0,3,4
0.0,85.30454545454546,5.545454545454546,1,2
-0.0219177777777777,-18.503000000000007,9.9,2,2
0.0436494444444444,30.069090909090917,9.0,2,2
0.0746278966131907,-694.3954545454545,9.0,3,1
-0.0026319444444444,-83.47272727272728,9.0,3,2
0.0,0.0,0.0,0,2
0.089618,-13.305833333333332,8.25,2,2
0.0,-12.563333333333327,8.25,2,2
0.0,0.540909090909095,3.5454545454545454,2,4
0.0002783333333333,0.0,0.0,2,4
0.0159624999999999,-200.64916666666667,8.25,2,2
0.0008958333333333,-350.99333333333334,8.25,3,4
-0.0053858333333333,-189.7133333333333,8.25,2,2
0.0893988888888888,-86.16666666666667,8.25,3,1
0.0,0.0,0.0,0,2
0.0,4.415454545454548,6.636363636363637,1,2
0.1662174242424242,-34.24583333333334,3.5,3,1
0.0,56.741666666666646,8.25,2,0
-0.12390375,51.07750000000001,8.25,2,2
-0.00784,-16.109999999999985,8.25,3,2
0.0,0.0,0.0,0,2
0.0,-12.856999999999994,9.9,1,2
0.0,0.0,0.0,1,2
0.0214538888888888,0.0,0.0,2,4
-0.0539129999999999,-155.23166666666663,8.25,3,1
0.0,-186.4358333333333,8.25,1,2
0.0644387387387387,-26.69600000000001,9.9,2,2
-0.0054522222222222,-225.12083333333337,8.25,3,0
0.1068165714285714,-680.629,7.4,2,2
0.0,-19.7775,3.1666666666666665,2,1
0.0,0.0,0.0,0,2
0.0,0.0,0.0,1,2
0.0657416927899686,0.0,0.0,1,2
0.0459669444444444,-203.2636363636364,9.0,3,3
-0.0046666666666666,-59.94,2.6666666666666665,3,0
0.2,-276.00333333333333,8.25,3,1
-0.1,-857.4200000000001,20.0,3,0
-0.0355551948051948,58.93499999999999,9.9,3,0
-0.0833333333333333,-250.3025,20.0,3,4
-0.0130606944444444,-498.0,9.9,3,0
0.0406319444444444,-182.61333333333332,8.25,3,4
-0.0054524242424242,14.205833333333333,8.25,3,4
-0.0361120507399577,-51.38999999999995,8.25,2,2
0.0071342657342657,-71.21833333333335,8.25,3,0
0.0,-298.8925,8.25,2,4
-0.0703108333333333,-160.07083333333335,8.25,3,3
-0.1666666666666666,-837.3891666666667,8.25,3,3
0.0207263888888889,-168.15636363636364,9.0,3,4
0.0177878787878787,0.0,0.0,2,0
0.0,-19.84833333333333,8.25,2,1
-0.0331381944444444,35.40400000000001,9.9,2,2
0.0,0.0,0.0,1,2
0.0,-1000.0,8.25,2,0
-0.099774,-216.1483333333333,6.666666666666667,3,4
0.073435,-114.54416666666668,6.75,2,2
-0.0909090909090909,-3.2677777777777868,11.0,2,2
0.047995238095238,0.0,0.0,2,3
-0.0148538888888888,-41.6075,2.0,2,2
0.0,0.0,0.0,1,2
0.0,-12.484999999999994,7.583333333333333,2,4
0.0,0.0,0.0,0,2
0.0,-36.38090909090912,9.0,1,2
0.0,0.0,0.0,1,2
0.0,-10.484166666666662,4.75,1,2
0.1925963636363636,-25.94166666666668,7.583333333333333,2,2
0.0146259259259259,-28.530000000000005,3.5,2,2
0.0,0.0,0.0,1,2
-0.0768108333333333,-129.19333333333333,8.25,3,1
-0.0050245454545454,10.529166666666656,8.25,3,3
0.0,-501.2441666666666,4.75,1,2
0.0,-4.58,11.0,2,4
-0.0031075757575757,0.0,0.0,2,3
-0.039045,28.73750000000001,4.666666666666667,3,1
0.198898,-138.04833333333332,4.416666666666667,2,2
0.0,0.0,0.0,1,2
-0.03827625,-15.343333333333328,4.583333333333333,3,1
0.0,0.0,0.0,0,2
0.0779146666666666,0.0,0.0,2,2
0.1571928,0.8716666666666667,1.0,3,1
